Month	Day	Hour	Primary Type	Description	Location Description	Arrest	District	Ward	Latitude	Longitude
2	1	9	BATTERY	DOMESTIC BATTERY SIMPLE	VEHICLE NON-COMMERCIAL	TRUE	1	2	41.87560745	-87.63096339
2	1	8	BATTERY	SIMPLE	STREET	FALSE	1	2	41.87664574	-87.63517102
2	1	9	THEFT	RETAIL THEFT	GROCERY FOOD STORE	TRUE	12	2	41.8811831	-87.68498211
2	1	11	NARCOTICS	POSS: HEROIN(WHITE)	RESIDENTIAL YARD (FRONT/BACK)	TRUE	15	37	41.89560039	-87.75684146
2	1	10	BATTERY	SIMPLE	"SCHOOL, PUBLIC, BUILDING"	TRUE	8	23	41.79054357	-87.78013033
2	1	15	THEFT	FROM BUILDING	OTHER	FALSE	1	42	41.88686381	-87.6268518
2	1	12	BURGLARY	FORCIBLE ENTRY	"SCHOOL, PRIVATE, BUILDING"	FALSE	25	30	41.93737485	-87.77496358
2	1	11	THEFT	OVER $500	STREET	FALSE	4	8	41.74905163	-87.57471871
2	1	0	THEFT	$500 AND UNDER	PARKING LOT/GARAGE(NON.RESID.)	FALSE	12	2	41.87782233	-87.65520711
2	1	0	ASSAULT	SIMPLE	RESIDENCE PORCH/HALLWAY	FALSE	20	40	41.98447383	-87.69692618
2	1	10	WEAPONS VIOLATION	UNLAWFUL POSS OF HANDGUN	RESIDENCE	TRUE	4	8	41.72596516	-87.58708289
2	1	0	THEFT	RETAIL THEFT	SMALL RETAIL STORE	TRUE	1	2	41.86821682	-87.6304532
2	1	11	ROBBERY	STRONGARM - NO WEAPON	APARTMENT	FALSE	12	2	41.86755836	-87.65791859
2	1	0	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	FALSE	8	14	41.81784056	-87.72625044
2	1	0	BATTERY	SIMPLE	SMALL RETAIL STORE	FALSE	15	28	41.88038376	-87.75415807
2	1	0	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	FALSE	15	37	41.89958288	-87.74720019
2	1	11	STALKING	SIMPLE	DEPARTMENT STORE	FALSE	12	25	41.85775341	-87.6687846
2	1	11	ASSAULT	AGGRAVATED:KNIFE/CUTTING INSTR	APARTMENT	TRUE	25	37	41.90766543	-87.75765869
2	1	7	THEFT	$500 AND UNDER	PARKING LOT/GARAGE(NON.RESID.)	FALSE	8	14	41.80608462	-87.70391777
2	1	10	INTIMIDATION	INTIMIDATION	RESIDENCE	FALSE	4	10	41.65143133	-87.52725823
2	1	9	NARCOTICS	POSS: HEROIN(WHITE)	STREET	TRUE	14	26	41.91029037	-87.6901947
2	1	10	BATTERY	SIMPLE	SIDEWALK	FALSE	14	1	41.91101166	-87.69700983
2	1	9	THEFT	RETAIL THEFT	SMALL RETAIL STORE	FALSE	14	26	41.90294087	-87.69503287
2	1	7	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	FALSE	14	26	41.91994412	-87.70900612
2	1	3	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	FALSE	25	26	41.90813335	-87.72079991
2	1	11	PUBLIC PEACE VIOLATION	RECKLESS CONDUCT	SIDEWALK	TRUE	11	27	41.89547862	-87.71446375
2	1	11	NARCOTICS	POSS: HEROIN(WHITE)	SIDEWALK	TRUE	11	27	41.89434628	-87.71261986
2	1	11	ASSAULT	SIMPLE	APARTMENT	FALSE	11	24	41.86761694	-87.70448205
2	1	10	BATTERY	SIMPLE	"SCHOOL, PUBLIC, BUILDING"	TRUE	8	23	41.79054357	-87.78013033
2	1	11	ASSAULT	SIMPLE	APARTMENT	FALSE	4	7	41.75537912	-87.56467917
2	1	11	OTHER OFFENSE	VIOLATE ORDER OF PROTECTION	SIDEWALK	FALSE	10	24	41.85150334	-87.72758394
2	1	11	BATTERY	AGGRAVATED: HANDGUN	SIDEWALK	FALSE	6	21	41.74684906	-87.65428955
2	1	0	DECEPTIVE PRACTICE	ILLEGAL USE CASH CARD	SMALL RETAIL STORE	FALSE	18	42	41.89453984	-87.62424392
2	1	11	THEFT	FROM BUILDING	RESTAURANT	FALSE	1	42	41.87909797	-87.63228382
2	1	9	BATTERY	SIMPLE	"SCHOOL, PUBLIC, BUILDING"	FALSE	2	3	41.80922084	-87.62690226
2	1	0	BATTERY	DOMESTIC BATTERY SIMPLE	STREET	FALSE	18	43	41.90635001	-87.64208078
2	1	10	OTHER OFFENSE	LICENSE VIOLATION	VEHICLE NON-COMMERCIAL	FALSE	5	9	41.68778172	-87.6209797
2	1	13	ASSAULT	SIMPLE	APARTMENT	FALSE	8	15	41.78033548	-87.69952065
2	1	11	BATTERY	SIMPLE	APARTMENT	FALSE	8	15	41.78023877	-87.68855176
2	1	0	CRIMINAL TRESPASS	TO LAND	RESTAURANT	FALSE	25	37	41.9095099	-87.754997
2	1	0	NARCOTICS	MANU/DEL:CANNABIS OVER 10 GMS	SIDEWALK	TRUE	11	28	41.87541927	-87.71364756
2	1	13	GAMBLING	GAME/DICE	SIDEWALK	TRUE	12	2	41.86599943	-87.66586497
2	1	0	WEAPONS VIOLATION	UNLAWFUL POSS OF HANDGUN	SIDEWALK	TRUE	4	8	41.74435515	-87.57415473
2	1	11	CRIMINAL DAMAGE	TO CITY OF CHICAGO PROPERTY	SIDEWALK	FALSE	17	33	41.96119553	-87.70654461
2	1	8	ASSAULT	AGGRAVATED: OTHER FIREARM	STREET	TRUE	6	17	41.75622407	-87.63649236
2	1	13	PUBLIC PEACE VIOLATION	RECKLESS CONDUCT	"SCHOOL, PUBLIC, BUILDING"	TRUE	8	14	41.80320189	-87.72198373
2	1	0	THEFT	RETAIL THEFT	DEPARTMENT STORE	TRUE	5	9	41.6959821	-87.59665314
2	1	0	CRIMINAL TRESPASS	TO LAND	RESIDENTIAL YARD (FRONT/BACK)	FALSE	10	12	41.84612791	-87.69525658
2	1	0	OTHER OFFENSE	VIOLATE ORDER OF PROTECTION	APARTMENT	FALSE	8	17	41.77198405	-87.68128061
2	1	14	THEFT	$500 AND UNDER	STREET	FALSE	14	1	41.90747004	-87.67292007
2	1	0	CRIMINAL DAMAGE	TO VEHICLE	PARKING LOT/GARAGE(NON.RESID.)	FALSE	12	2	41.87782218	-87.65518141
2	1	14	NARCOTICS	POSS: HEROIN(WHITE)	SIDEWALK	TRUE	7	6	41.76660583	-87.63469751
2	1	4	THEFT	FROM BUILDING	CONVENIENCE STORE	FALSE	18	42	41.90336781	-87.62866455
2	1	0	THEFT	FROM BUILDING	RESTAURANT	FALSE	1	42	41.87827847	-87.62396105
2	1	9	THEFT	OVER $500	ATHLETIC CLUB	FALSE	8	14	41.79252297	-87.70352974
2	1	14	THEFT	OVER $500	ALLEY	FALSE	12	2	41.8840979	-87.68651338
2	1	0	OTHER OFFENSE	HARASSMENT BY TELEPHONE	RESIDENCE	FALSE	10	22	41.84008754	-87.7122344
2	1	13	CRIMINAL DAMAGE	TO VEHICLE	CTA STATION	FALSE	8	13	41.78557418	-87.73849369
2	1	13	BATTERY	AGGRAVATED: HANDGUN	STREET	FALSE	11	24	41.87001001	-87.74488568
2	1	14	THEFT	$500 AND UNDER	STREET	FALSE	16	38	41.949521	-87.78641151
2	1	13	CRIMINAL TRESPASS	TO LAND	LIBRARY	TRUE	9	11	41.83041179	-87.67345222
2	1	12	ASSAULT	SIMPLE	RESIDENCE	FALSE	8	23	41.7968875	-87.78682735
2	1	8	BATTERY	DOMESTIC BATTERY SIMPLE	SIDEWALK	FALSE	6	6	41.74885479	-87.61365368
2	1	13	THEFT	$500 AND UNDER	SMALL RETAIL STORE	FALSE	6	21	41.7478519	-87.66337071
2	1	8	BURGLARY	FORCIBLE ENTRY	RESIDENCE	FALSE	24	50	42.0195029	-87.69141383
2	1	13	BATTERY	SIMPLE	"SCHOOL, PUBLIC, BUILDING"	TRUE	6	21	41.74621174	-87.63540603
2	1	0	OTHER OFFENSE	PAROLE VIOLATION	STREET	TRUE	24	49	42.02000961	-87.6719114
2	1	0	DECEPTIVE PRACTICE	CREDIT CARD FRAUD	APARTMENT	FALSE	19	44	41.9395905	-87.63839556
2	1	0	WEAPONS VIOLATION	UNLAWFUL POSS OF HANDGUN	PARKING LOT/GARAGE(NON.RESID.)	TRUE	4	8	41.74435515	-87.57415473
2	1	13	ASSAULT	SIMPLE	LIBRARY	TRUE	2	2	41.83204607	-87.61733489
2	1	0	BATTERY	AGGRAVATED: HANDGUN	RESIDENCE PORCH/HALLWAY	FALSE	5	34	41.68235802	-87.64607222
2	1	13	ASSAULT	SIMPLE	NURSING HOME/RETIREMENT HOME	FALSE	5	9	41.68139574	-87.62276704
2	1	14	THEFT	POCKET-PICKING	CTA BUS	FALSE	19	46	41.95454943	-87.65032462
2	1	15	ASSAULT	SIMPLE	SIDEWALK	FALSE	6	17	41.75181577	-87.65700044
2	1	0	ASSAULT	SIMPLE	RESIDENCE	FALSE	10	24	41.85585852	-87.71881023
2	1	14	OTHER OFFENSE	TELEPHONE THREAT	COMMERCIAL / BUSINESS OFFICE	FALSE	18	42	41.89941016	-87.62413127
2	1	9	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT OVER $ 300	RESIDENCE	FALSE	5	34	41.69798221	-87.62896318
2	1	14	NARCOTICS	POSS: CRACK	SIDEWALK	TRUE	11	28	41.86648724	-87.69767182
2	1	15	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	FALSE	4	7	41.75461645	-87.56144115
2	1	14	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	FALSE	15	37	41.89923834	-87.75447626
2	1	4	THEFT	$500 AND UNDER	STREET	FALSE	11	28	41.88652755	-87.74433015
2	1	0	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	FALSE	15	28	41.88229739	-87.76090135
2	1	10	BATTERY	AGGRAVATED: OTHER DANG WEAPON	SIDEWALK	FALSE	15	28	41.87856117	-87.74812306
2	1	13	OTHER OFFENSE	HARASSMENT BY ELECTRONIC MEANS	RESTAURANT	FALSE	2	3	41.83106376	-87.62133068
2	1	13	NARCOTICS	POSS: PCP	SIDEWALK	TRUE	10	24	41.86386213	-87.72266542
2	1	13	OTHER OFFENSE	TELEPHONE THREAT	OTHER	FALSE	2	4	41.79954908	-87.58852561
2	1	13	WEAPONS VIOLATION	UNLAWFUL POSS OF HANDGUN	STREET	TRUE	7	16	41.78866645	-87.65751162
2	1	14	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	FALSE	8	16	41.7878375	-87.68753692
2	1	0	DECEPTIVE PRACTICE	CREDIT CARD FRAUD	SMALL RETAIL STORE	FALSE	18	42	41.89637595	-87.6242787
2	1	14	THEFT	PURSE-SNATCHING	APARTMENT	FALSE	10	24	41.86565067	-87.72149929
2	1	2	ASSAULT	AGGRAVATED: HANDGUN	APARTMENT	FALSE	5	9	41.70898596	-87.6089383
2	1	0	OTHER OFFENSE	HARASSMENT BY ELECTRONIC MEANS	RESIDENCE	FALSE	22	34	41.69148628	-87.6411421
2	1	0	BATTERY	SIMPLE	"SCHOOL, PUBLIC, BUILDING"	FALSE	12	2	41.86850032	-87.66460169
2	1	13	ROBBERY	STRONGARM - NO WEAPON	APARTMENT	FALSE	11	28	41.87775648	-87.7206421
2	1	14	NARCOTICS	POSS: HEROIN(WHITE)	VEHICLE NON-COMMERCIAL	TRUE	11	27	41.88913782	-87.71979148
2	1	14	BATTERY	SIMPLE	APARTMENT	TRUE	19	32	41.93929047	-87.65895212
2	1	13	BURGLARY	UNLAWFUL ENTRY	OTHER	FALSE	18	27	41.8965412	-87.6378377
2	1	13	NARCOTICS	POSS: HEROIN(WHITE)	STREET	TRUE	10	24	41.86564376	-87.73004974
2	1	14	THEFT	RETAIL THEFT	GROCERY FOOD STORE	FALSE	12	1	41.89589602	-87.67791339
2	1	16	THEFT	$500 AND UNDER	COMMERCIAL / BUSINESS OFFICE	FALSE	2	4	41.80969334	-87.59213853
2	1	8	THEFT	$500 AND UNDER	STREET	FALSE	4	8	41.73932348	-87.58062242
2	1	16	ASSAULT	SIMPLE	RESTAURANT	FALSE	6	17	41.75085729	-87.62991362
2	1	16	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	FALSE	8	14	41.78754611	-87.69728621
2	1	10	THEFT	FROM BUILDING	RESIDENCE	FALSE	4	10	41.70185088	-87.52696573
2	1	0	THEFT	POCKET-PICKING	RESTAURANT	FALSE	1	2	41.87826021	-87.6254484
2	1	15	THEFT	RETAIL THEFT	SMALL RETAIL STORE	FALSE	14	1	41.90944716	-87.67601138
2	1	15	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	FALSE	25	30	41.9301367	-87.77350159
2	1	15	THEFT	$500 AND UNDER	STREET	FALSE	15	29	41.8871769	-87.77488309
2	1	10	BURGLARY	FORCIBLE ENTRY	RESIDENCE-GARAGE	FALSE	5	9	41.67380112	-87.62038351
2	1	0	THEFT	FROM BUILDING	APARTMENT	FALSE	7	6	41.7725831	-87.63789535
2	1	7	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT OVER $ 300	RESIDENCE	FALSE	8	18	41.74924885	-87.67910307
2	1	7	MOTOR VEHICLE THEFT	AUTOMOBILE	PARKING LOT/GARAGE(NON.RESID.)	FALSE	2	3	41.83215601	-87.62666848
2	1	15	THEFT	FROM BUILDING	RESIDENCE-GARAGE	FALSE	10	22	41.83780054	-87.73530941
2	1	14	THEFT	RETAIL THEFT	DRUG STORE	TRUE	15	28	41.88036208	-87.75584744
2	1	15	THEFT	RETAIL THEFT	SMALL RETAIL STORE	TRUE	8	23	41.79856968	-87.74353361
2	1	16	ASSAULT	SIMPLE	SIDEWALK	TRUE	1	2	41.87691259	-87.62809236
2	1	7	THEFT	OVER $500	STREET	FALSE	12	27	41.88258231	-87.66058801
2	1	14	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	FALSE	7	17	41.76406216	-87.65955863
2	1	16	NARCOTICS	POSS: HEROIN(WHITE)	VEHICLE NON-COMMERCIAL	TRUE	7	17	41.7661615	-87.66142444
2	1	7	ASSAULT	SIMPLE	"SCHOOL, PUBLIC, GROUNDS"	FALSE	9	14	41.80601507	-87.70025059
2	1	11	BATTERY	AGGRAVATED: HANDGUN	SIDEWALK	FALSE	15	37	41.89495159	-87.75225611
2	1	15	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	FALSE	4	8	41.72697703	-87.59974637
2	1	15	MOTOR VEHICLE THEFT	AUTOMOBILE	STREET	FALSE	22	21	41.73135442	-87.66171769
2	1	16	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	SIDEWALK	TRUE	11	28	41.88090858	-87.7117658
2	1	15	THEFT	RETAIL THEFT	SMALL RETAIL STORE	TRUE	15	37	41.90227194	-87.7536297
2	1	15	ROBBERY	ARMED: HANDGUN	STREET	FALSE	22	34	41.71162106	-87.65025447
2	1	10	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	FALSE	8	18	41.74363518	-87.69246149
2	1	6	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE-GARAGE	FALSE	22	34	41.70062479	-87.64021286
2	1	16	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	FALSE	25	31	41.91831134	-87.73636239
2	1	15	THEFT	$500 AND UNDER	DEPARTMENT STORE	TRUE	25	37	41.90966425	-87.74272882
2	1	15	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	FALSE	8	13	41.77752852	-87.72395075
2	1	0	WEAPONS VIOLATION	UNLAWFUL POSS OF HANDGUN	STREET	TRUE	11	24	41.87456905	-87.74504948
2	1	15	CRIMINAL DAMAGE	TO VEHICLE	VEHICLE - OTHER RIDE SERVICE	TRUE	9	3	41.83093738	-87.63246099
2	1	17	CRIMINAL TRESPASS	TO LAND	RESTAURANT	TRUE	1	42	41.88151249	-87.63086935
2	1	16	CRIMINAL DAMAGE	TO PROPERTY	APARTMENT	FALSE	6	8	41.75230986	-87.60278196
2	1	16	NARCOTICS	POSS: HEROIN(WHITE)	RESIDENCE	TRUE	11	27	41.89425693	-87.72360272
2	1	9	BATTERY	DOMESTIC BATTERY SIMPLE	STREET	FALSE	6	6	41.74931883	-87.61325638
2	1	16	OTHER OFFENSE	GUN OFFENDER: DUTY TO REPORT CHANGE OF INFORMATION	STREET	TRUE	3	5	41.76624968	-87.57548019
2	1	9	BURGLARY	FORCIBLE ENTRY	APARTMENT	FALSE	3	5	41.76966845	-87.58881637
2	1	9	ASSAULT	SIMPLE	STREET	FALSE	7	15	41.77847425	-87.66786958
2	1	15	DECEPTIVE PRACTICE	COUNTERFEITING DOCUMENT	SIDEWALK	TRUE	18	42	41.88924073	-87.61761103
2	1	13	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT OVER $ 300	OTHER	FALSE	17	33	41.94893261	-87.70421283
2	1	16	MOTOR VEHICLE THEFT	AUTOMOBILE	PARKING LOT/GARAGE(NON.RESID.)	FALSE	22	19	41.70673677	-87.65918703
2	1	17	CRIMINAL DAMAGE	TO PROPERTY	RESIDENCE	TRUE	8	15	41.78023877	-87.68855176
2	1	15	NARCOTICS	MANU/DEL:CANNABIS 10GM OR LESS	STREET	TRUE	10	24	41.86623545	-87.72051715
2	1	17	ROBBERY	ATTEMPT: STRONGARM-NO WEAPON	STREET	FALSE	22	19	41.71017235	-87.67283753
2	1	0	CRIMINAL DAMAGE	TO VEHICLE	STREET	FALSE	11	24	41.87073602	-87.72412736
2	1	17	THEFT	OVER $500	STREET	FALSE	1	42	41.88472512	-87.62625473
2	1	17	BATTERY	SIMPLE	STREET	TRUE	16	36	41.94487515	-87.83213058
2	1	16	THEFT	FROM BUILDING	PARK PROPERTY	FALSE	19	47	41.94345324	-87.69393056
2	1	18	ASSAULT	SIMPLE	STREET	FALSE	3	5	41.76666766	-87.58946689
2	1	15	BATTERY	SIMPLE	"SCHOOL, PUBLIC, GROUNDS"	FALSE	11	24	41.87073886	-87.7335302
2	1	17	THEFT	$500 AND UNDER	STREET	FALSE	14	1	41.90948041	-87.67606615
2	1	17	OTHER OFFENSE	OTHER VEHICLE OFFENSE	PARKING LOT/GARAGE(NON.RESID.)	FALSE	7	17	41.76606714	-87.65656853
2	1	13	ROBBERY	ARMED:KNIFE/CUTTING INSTRUMENT	GAS STATION	FALSE	25	30	41.92449246	-87.72610764
2	1	18	NARCOTICS	POSS: CANNABIS 30GMS OR LESS	PARKING LOT/GARAGE(NON.RESID.)	TRUE	22	34	41.69226274	-87.65028357
2	1	14	THEFT	$500 AND UNDER	VEHICLE NON-COMMERCIAL	FALSE	7	15	41.77898725	-87.66547384
2	1	14	BATTERY	DOMESTIC BATTERY SIMPLE	SIDEWALK	FALSE	7	15	41.78041964	-87.66545164
2	1	8	BURGLARY	FORCIBLE ENTRY	RESIDENCE	FALSE	7	6	41.76825566	-87.64204034
2	1	16	CRIMINAL DAMAGE	TO PROPERTY	RESIDENTIAL YARD (FRONT/BACK)	TRUE	3	20	41.77587034	-87.61551841
2	1	15	ASSAULT	AGGRAVATED: HANDGUN	STREET	FALSE	3	5	41.77087945	-87.585976
2	1	14	ROBBERY	ATTEMPT: ARMED-HANDGUN	DRUG STORE	FALSE	14	26	41.91011085	-87.70736791
2	1	6	CRIMINAL DAMAGE	TO PROPERTY	RESIDENTIAL YARD (FRONT/BACK)	FALSE	4	10	41.70210254	-87.56080251
2	1	14	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	FALSE	11	37	41.90257621	-87.7322148
2	1	18	BATTERY	SIMPLE	CONVENIENCE STORE	FALSE	4	10	41.73692204	-87.55141977
2	1	11	BATTERY	SIMPLE	"SCHOOL, PUBLIC, BUILDING"	FALSE	4	7	41.75502318	-87.55704568
2	1	2	THEFT	$500 AND UNDER	STREET	FALSE	25	36	41.9317742	-87.7881618
2	1	17	OTHER OFFENSE	VEHICLE TITLE/REG OFFENSE	STREET	TRUE	17	33	41.9567212	-87.6983237
2	1	0	THEFT	$500 AND UNDER	"SCHOOL, PUBLIC, GROUNDS"	FALSE	25	37	41.91754991	-87.75925267
2	1	15	THEFT	RETAIL THEFT	DEPARTMENT STORE	TRUE	14	1	41.92974382	-87.68427378
2	1	16	ASSAULT	AGGRAVATED: HANDGUN	STREET	FALSE	25	31	41.93166165	-87.75397005
2	1	16	OTHER OFFENSE	VEHICLE TITLE/REG OFFENSE	STREET	TRUE	5	9	41.70720365	-87.60656688
2	1	18	BATTERY	SIMPLE	RESIDENCE	FALSE	25	37	41.90676324	-87.75342743
2	6	9	THEFT	RETAIL THEFT	GROCERY FOOD STORE	FALSE	19	44	41.93722767	-87.64430547
2	1	13	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT OVER $ 300	DEPARTMENT STORE	TRUE	18	42	41.89169488	-87.62615583
2	1	9	DECEPTIVE PRACTICE	FRAUD OR CONFIDENCE GAME	RESIDENCE	FALSE	25	29	41.91350077	-87.77285708
2	1	19	NARCOTICS	MANU/DEL:CANNABIS 10GM OR LESS	SIDEWALK	TRUE	11	27	41.89542207	-87.7202933
2	1	4	THEFT	OVER $500	STREET	FALSE	16	36	41.94290741	-87.78987541
2	1	16	ASSAULT	AGGRAVATED:KNIFE/CUTTING INSTR	APARTMENT	FALSE	19	46	41.95724344	-87.65621137
2	1	18	NARCOTICS	MANU/DEL:CANNABIS 10GM OR LESS	SIDEWALK	TRUE	5	21	41.72122002	-87.62743839
2	1	17	BATTERY	SIMPLE	RESIDENCE	FALSE	8	23	41.79996739	-87.74050243
2	1	18	CRIMINAL DAMAGE	TO VEHICLE	STREET	FALSE	12	27	41.88439032	-87.65491365
2	1	17	ROBBERY	AGGRAVATED	STREET	FALSE	25	35	41.92715935	-87.71828077
2	1	18	THEFT	OVER $500	STREET	FALSE	18	43	41.91154218	-87.63982042
2	1	14	THEFT	$500 AND UNDER	PARKING LOT/GARAGE(NON.RESID.)	FALSE	12	25	41.86635962	-87.64689528
2	1	19	THEFT	OVER $500	PARKING LOT/GARAGE(NON.RESID.)	FALSE	4	7	41.73849448	-87.56360548
2	1	10	THEFT	$500 AND UNDER	PARKING LOT/GARAGE(NON.RESID.)	FALSE	18	32	41.90924028	-87.65274758
2	1	16	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	FALSE	10	24	41.85457458	-87.70118146
2	1	16	BATTERY	SIMPLE	STREET	FALSE	10	24	41.86211777	-87.70303815
2	1	16	BATTERY	DOMESTIC BATTERY SIMPLE	APARTMENT	TRUE	20	48	41.97722513	-87.65501044
2	1	15	THEFT	OVER $500	APARTMENT	FALSE	24	49	42.00914509	-87.66475326
2	1	15	THEFT	$500 AND UNDER	STREET	FALSE	6	21	41.7362724	-87.64413477
2	1	7	THEFT	FROM BUILDING	APARTMENT	FALSE	6	21	41.74819873	-87.65003543
2	1	6	BURGLARY	FORCIBLE ENTRY	APARTMENT	FALSE	9	14	41.81134414	-87.69919671
2	1	9	DECEPTIVE PRACTICE	FINANCIAL IDENTITY THEFT $300 AND UNDER	RESIDENCE	FALSE	10	28	41.85191236	-87.69468156
2	1	18	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	TRUE	8	13	41.77849523	-87.73663431
2	1	8	BURGLARY	FORCIBLE ENTRY	APARTMENT	FALSE	9	14	41.81134414	-87.69919671
2	1	11	ASSAULT	SIMPLE	RESIDENCE	FALSE	8	15	41.77865641	-87.68484632
2	1	18	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE PORCH/HALLWAY	TRUE	10	24	41.86243538	-87.71197044
2	1	16	ASSAULT	SIMPLE	RESIDENCE	FALSE	10	24	41.8654647	-87.70685642
2	1	16	ROBBERY	ARMED: HANDGUN	SMALL RETAIL STORE	FALSE	8	18	41.74532352	-87.72177458
2	1	11	BURGLARY	FORCIBLE ENTRY	RESIDENCE	FALSE	8	18	41.74542186	-87.69495018
2	1	18	THEFT	RETAIL THEFT	SMALL RETAIL STORE	TRUE	5	9	41.6795214	-87.62055832
2	1	9	BURGLARY	UNLAWFUL ENTRY	APARTMENT	FALSE	9	16	41.8032982	-87.65319504
2	1	8	BURGLARY	FORCIBLE ENTRY	RESIDENCE	FALSE	8	23	41.78331024	-87.77458999
2	1	14	BATTERY	SIMPLE	STREET	FALSE	9	14	41.8079739	-87.69419749
2	1	13	NARCOTICS	MANU/DELIVER:COCAINE	PARKING LOT/GARAGE(NON.RESID.)	TRUE	9	11	41.82340473	-87.64982708
2	1	17	ROBBERY	AGGRAVATED	CTA BUS STOP	FALSE	25	37	41.90947104	-87.75818619
2	1	19	THEFT	PURSE-SNATCHING	RESIDENTIAL YARD (FRONT/BACK)	FALSE	11	28	41.87714127	-87.72157697
2	1	19	ROBBERY	ARMED: HANDGUN	SIDEWALK	FALSE	25	31	41.93168879	-87.73465372
2	1	11	THEFT	FROM BUILDING	APARTMENT	FALSE	24	40	41.99866679	-87.66552516
2	1	16	THEFT	OVER $500	CTA PLATFORM	FALSE	1	42	41.88465375	-87.62625185
2	1	16	THEFT	POCKET-PICKING	CTA TRAIN	FALSE	1	2	41.86699623	-87.62741936
2	1	17	ASSAULT	SIMPLE	OTHER	FALSE	5	9	41.7025888	-87.60630758
2	1	19	THEFT	$500 AND UNDER	OTHER	FALSE	16	38	41.96041187	-87.77256751
2	1	13	BATTERY	AGGRAVATED: OTHER DANG WEAPON	APARTMENT	FALSE	24	49	42.0170259	-87.67129832
2	1	13	OTHER OFFENSE	HARASSMENT BY ELECTRONIC MEANS	DAY CARE CENTER	FALSE	25	30	41.93133093	-87.76190377
2	1	19	NARCOTICS	SOLICIT NARCOTICS ON PUBLICWAY	SIDEWALK	TRUE	15	29	41.88288946	-87.77187979
2	1	16	ASSAULT	AGGRAVATED: HANDGUN	APARTMENT	FALSE	2	20	41.78924943	-87.62180458
2	1	14	THEFT	OVER $500	RESIDENCE	FALSE	9	16	41.79916772	-87.65499544
2	1	16	BATTERY	AGG: HANDS/FIST/FEET SERIOUS INJURY	OTHER	FALSE	11	28	41.86651732	-87.6951787
2	1	16	ASSAULT	SIMPLE	RESTAURANT	FALSE	11	24	41.86640116	-87.70597351
2	1	15	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE PORCH/HALLWAY	FALSE	11	2	41.87376574	-87.69929605
2	1	17	INTERFERENCE WITH PUBLIC OFFICER	OBSTRUCTING IDENTIFICATION	STREET	TRUE	11	28	41.88361118	-87.70713087
2	1	17	MOTOR VEHICLE THEFT	THEFT/RECOVERY: AUTOMOBILE	STREET	FALSE	12	27	41.88995463	-87.66033804
2	1	19	OTHER OFFENSE	PAROLE VIOLATION	STREET	TRUE	8	15	41.76598543	-87.68572171
2	1	19	OTHER OFFENSE	GUN OFFENDER: DUTY TO REGISTER	PARKING LOT/GARAGE(NON.RESID.)	TRUE	6	21	41.73575252	-87.62542903
2	1	18	OTHER OFFENSE	VIOLENT OFFENDER: ANNUAL REGISTRATION	STREET	TRUE	6	21	41.74492737	-87.66117684
2	1	17	THEFT	$500 AND UNDER	STREET	FALSE	12	27	41.88429336	-87.66129351
2	1	18	THEFT	RETAIL THEFT	SMALL RETAIL STORE	TRUE	18	42	41.89941016	-87.62413127
2	1	16	BATTERY	DOMESTIC BATTERY SIMPLE	RESIDENCE	FALSE	5	9	41.71175054	-87.62140001
2	1	19	ROBBERY	AGGRAVATED	ALLEY	FALSE	14	35	41.93016552	-87.71137971
2	1	17	NARCOTICS	MANU/DELIVER:PCP	SIDEWALK	TRUE	11	24	41.87504104	-87.74344057
2	1	18	CRIMINAL TRESPASS	TO VEHICLE	ALLEY	TRUE	4	8	41.75831198	-87.57613069
2	1	16	WEAPONS VIOLATION	UNLAWFUL POSS OF HANDGUN	VEHICLE NON-COMMERCIAL	TRUE	18	42	41.9038923	-87.63185836
2	1	16	BATTERY	SIMPLE	OTHER	FALSE	11	28	41.8807173	-87.72628358
