Month,Day,Hour,Primary Type,Description,Location Description,Arrest,District,Ward,Latitude,Longitude
3,3,18,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,6,6,41.73972702,-87.60491052
3,3,18,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CTA TRAIN,TRUE,9,3,41.79453381,-87.63143854
3,3,9,BATTERY,AGG: HANDS/FIST/FEET SERIOUS INJURY,"SCHOOL, PUBLIC, BUILDING",FALSE,22,19,41.69342886,-87.66944626
3,3,16,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,TRUE,7,6,41.765444,-87.62690618
3,3,17,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,24,40,41.99994734,-87.66724457
3,3,16,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,14,32,41.92046017,-87.67083136
3,3,17,ROBBERY,ARMED: HANDGUN,PARK PROPERTY,FALSE,10,24,41.86421787,-87.70217315
3,3,17,THEFT,$500 AND UNDER,STREET,FALSE,12,27,41.89011386,-87.6455282
3,3,17,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,11,37,41.89715822,-87.72891209
3,3,18,THEFT,$500 AND UNDER,STREET,FALSE,17,33,41.95117425,-87.69816187
3,3,18,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,17,33,41.95078177,-87.69815106
3,3,13,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,"SCHOOL, PUBLIC, GROUNDS",TRUE,25,37,41.92226212,-87.75768183
3,3,15,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,25,31,41.93538895,-87.73116069
3,3,17,ASSAULT,SIMPLE,APARTMENT,FALSE,8,23,41.79472755,-87.76640095
3,3,11,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,11,24,41.87061612,-87.71555176
3,3,18,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,7,17,41.76570967,-87.67438691
3,3,17,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,12,27,41.89175953,-87.64584109
3,3,0,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,FALSE,1,2,41.84666465,-87.61731872
3,3,11,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,19,46,41.96601212,-87.65963743
3,3,18,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,ALLEY,TRUE,25,31,41.91599321,-87.74823681
3,3,15,BATTERY,DOMESTIC BATTERY SIMPLE,OTHER,FALSE,19,44,41.94827959,-87.64951667
3,3,17,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,24,50,41.9920732,-87.70552444
3,3,19,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,FALSE,5,9,41.65903976,-87.60340525
3,3,17,THEFT,OVER $500,STREET,FALSE,12,27,41.88533968,-87.64979898
3,3,18,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,11,27,41.89587761,-87.70656663
3,3,19,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,11,37,41.90097739,-87.73610144
3,3,18,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,STREET,TRUE,11,27,41.89979612,-87.71767654
3,3,16,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,9,14,41.8232396,-87.69951594
3,3,17,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,FALSE,24,50,41.99975456,-87.70458806
3,3,7,THEFT,$500 AND UNDER,CTA GARAGE / OTHER PROPERTY,FALSE,8,23,41.78551967,-87.73856753
3,3,17,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,8,13,41.75459296,-87.74152854
3,3,19,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,TRUE,7,16,41.78951856,-87.65961481
3,3,17,THEFT,$500 AND UNDER,STREET,FALSE,17,33,41.95117425,-87.69816187
3,3,16,BATTERY,SIMPLE,APARTMENT,FALSE,2,3,41.79958013,-87.61934678
3,3,14,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,9,16,41.8032982,-87.65319504
3,3,16,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,2,3,41.80484718,-87.62434618
3,3,19,OTHER OFFENSE,TELEPHONE THREAT,SMALL RETAIL STORE,FALSE,9,11,41.83713162,-87.66664575
3,3,16,THEFT,$500 AND UNDER,STREET,FALSE,3,5,41.76317053,-87.59699571
3,3,18,THEFT,RETAIL THEFT,DRUG STORE,TRUE,1,2,41.86741494,-87.62723119
3,3,13,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,10,24,41.8548275,-87.70777879
3,3,16,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,TRUE,5,9,41.69240749,-87.60719845
3,3,16,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,12,2,41.87716145,-87.67653695
3,3,10,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,17,33,41.96474492,-87.71484914
3,3,7,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,12,1,41.89934268,-87.69051761
3,3,14,BATTERY,SIMPLE,GAS STATION,FALSE,17,39,41.97476246,-87.71354232
3,3,18,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,17,30,41.94328844,-87.74203266
3,3,17,THEFT,FROM BUILDING,RESTAURANT,FALSE,1,42,41.87953833,-87.62533515
3,3,17,THEFT,OVER $500,STREET,FALSE,12,27,41.89228059,-87.64532498
3,3,18,ROBBERY,ARMED: HANDGUN,SIDEWALK,FALSE,10,25,41.84563128,-87.68546597
3,3,19,NARCOTICS,POSS: CRACK,STREET,TRUE,11,27,41.89824488,-87.71396688
3,3,17,BATTERY,SIMPLE,OTHER,FALSE,18,42,41.89199038,-87.6114615
3,3,4,THEFT,$500 AND UNDER,STREET,FALSE,22,19,41.69646475,-87.71685874
3,3,18,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,STREET,FALSE,25,29,41.90252339,-87.77052499
3,3,0,THEFT,OVER $500,CTA TRAIN,FALSE,10,24,41.85401071,-87.72482201
3,3,16,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,22,34,41.69357415,-87.64241587
3,3,18,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,17,45,41.95347181,-87.74355244
3,3,20,THEFT,$500 AND UNDER,STREET,FALSE,14,35,41.92696001,-87.71082655
3,3,18,THEFT,RETAIL THEFT,SMALL RETAIL STORE,TRUE,1,42,41.88350019,-87.6278767
3,3,17,ASSAULT,SIMPLE,STREET,TRUE,10,28,41.85380993,-87.6914656
3,3,19,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,17,33,41.95979264,-87.7155478
3,3,17,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENTIAL YARD (FRONT/BACK),FALSE,16,45,41.94875985,-87.75539595
3,3,20,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,FALSE,2,3,41.8018986,-87.62860745
3,3,17,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,10,28,41.85319841,-87.6954873
3,3,19,NARCOTICS,POSS: SYNTHETIC DRUGS,STREET,TRUE,11,28,41.87707635,-87.72640984
3,3,17,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,RESIDENCE,TRUE,8,13,41.7839551,-87.7656232
3,3,19,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,11,28,41.88534469,-87.71000045
3,3,0,BATTERY,SIMPLE,NURSING HOME/RETIREMENT HOME,FALSE,15,29,41.86978639,-87.77428182
3,3,15,ASSAULT,SIMPLE,SMALL RETAIL STORE,FALSE,22,21,41.73318958,-87.66299186
3,3,18,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,10,24,41.86626062,-87.71855276
3,3,18,THEFT,RETAIL THEFT,DEPARTMENT STORE,FALSE,6,21,41.73625998,-87.62806878
3,3,20,ASSAULT,SIMPLE,STREET,FALSE,6,6,41.75761545,-87.61510614
3,3,17,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,22,21,41.7063267,-87.65618832
3,3,20,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,FALSE,5,34,41.67788927,-87.63498432
3,3,19,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,6,6,41.75774667,-87.62474756
3,3,19,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,10,24,41.86346161,-87.72631467
3,3,17,PUBLIC PEACE VIOLATION,PUBLIC DEMONSTRATION,STREET,FALSE,1,42,41.88767387,-87.62604226
3,3,18,THEFT,$500 AND UNDER,GAS STATION,FALSE,9,12,41.82336297,-87.68913555
3,3,16,THEFT,OVER $500,DRUG STORE,FALSE,4,8,41.73693038,-87.58439122
3,3,19,NARCOTICS,POSS: CRACK,SIDEWALK,TRUE,11,28,41.88189273,-87.73851556
3,3,19,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,2,4,41.82485366,-87.61124757
3,3,13,THEFT,$500 AND UNDER,STREET,FALSE,7,17,41.76948433,-87.65666092
3,3,21,NARCOTICS,POSS: CRACK,STREET,TRUE,11,27,41.89956988,-87.72621158
3,3,20,ASSAULT,SIMPLE,BAR OR TAVERN,FALSE,19,32,41.9378533,-87.66992364
3,3,19,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,6,21,41.7493333,-87.66705658
3,3,20,CRIMINAL TRESPASS,TO LAND,BAR OR TAVERN,TRUE,14,35,41.91739692,-87.70739224
3,3,20,OTHER OFFENSE,PAROLE VIOLATION,ALLEY,TRUE,25,37,41.92294696,-87.76960328
3,3,18,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,3,5,41.77242977,-87.5838391
3,3,19,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,3,20,41.77630342,-87.60583859
3,3,19,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,15,29,41.87860002,-87.77296754
3,3,21,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,TRUE,14,1,41.90994386,-87.67745009
3,3,21,ASSAULT,SIMPLE,RESIDENCE,FALSE,4,10,41.74233178,-87.55273555
3,3,22,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,25,35,41.93793767,-87.72066179
3,3,22,OTHER OFFENSE,PAROLE VIOLATION,PARKING LOT/GARAGE(NON.RESID.),TRUE,11,24,41.87428856,-87.72544116
3,3,22,NARCOTICS,FOUND SUSPECT NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),TRUE,22,34,41.70413215,-87.64846975
3,3,20,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,TRUE,15,37,41.9017884,-87.74596047
3,3,21,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,10,28,41.86358728,-87.69582092
3,3,17,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,FALSE,8,18,41.76226085,-87.69296527
3,3,18,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),STREET,TRUE,22,19,41.69388119,-87.66368576
3,3,21,ASSAULT,SIMPLE,GAS STATION,TRUE,6,6,41.75756787,-87.60536486
3,3,19,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,RESIDENCE,TRUE,7,17,41.76965231,-87.65909323
3,3,21,ASSAULT,AGGRAVATED: HANDGUN,STREET,FALSE,10,24,41.85710163,-87.71931591
3,3,20,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,5,9,41.69737157,-87.62205294
3,3,21,THEFT,$500 AND UNDER,SMALL RETAIL STORE,TRUE,1,42,41.8815977,-87.62775808
3,3,16,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESTAURANT,FALSE,18,42,41.89405937,-87.62911213
3,3,16,THEFT,FROM BUILDING,RESTAURANT,FALSE,18,42,41.89670226,-87.62646422
3,3,19,THEFT,OVER $500,STREET,FALSE,14,1,41.91123979,-87.68724607
3,3,19,THEFT,$500 AND UNDER,STREET,FALSE,17,33,41.94549665,-87.70718729
3,3,20,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,VEHICLE NON-COMMERCIAL,FALSE,25,37,41.92294696,-87.76960328
3,3,21,NARCOTICS,POSS: SYNTHETIC DRUGS,ALLEY,TRUE,5,9,41.70536879,-87.62164986
3,3,21,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,12,25,41.85768561,-87.67416303
3,3,21,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,11,24,41.8662799,-87.71702898
3,3,22,CRIMINAL TRESPASS,TO LAND,APARTMENT,TRUE,3,20,41.77905969,-87.6155965
3,3,21,NARCOTICS,POSS: COCAINE,VEHICLE NON-COMMERCIAL,TRUE,4,10,41.71911118,-87.55137565
3,3,21,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,RESIDENTIAL YARD (FRONT/BACK),TRUE,11,28,41.88681739,-87.72673264
3,3,7,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,25,36,41.93335546,-87.79060333
3,3,18,ASSAULT,SIMPLE,APARTMENT,FALSE,7,16,41.77785044,-87.65042101
3,3,9,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,7,17,41.77353382,-87.66161879
3,3,19,ASSAULT,AGGRAVATED: HANDGUN,APARTMENT,FALSE,19,46,41.96820892,-87.65336314
3,3,22,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,24,49,42.01861983,-87.67599594
3,3,21,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,4,7,41.75701427,-87.55563996
3,3,22,BATTERY,DOMESTIC BATTERY SIMPLE,CTA BUS STOP,TRUE,4,7,41.71350501,-87.56610126
3,3,23,OTHER OFFENSE,PAROLE VIOLATION,SIDEWALK,TRUE,10,12,41.84593137,-87.70140235
3,3,11,ASSAULT,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,2,3,41.79934509,-87.63063054
3,3,21,BATTERY,AGGRAVATED: HANDGUN,STREET,FALSE,5,21,41.72160156,-87.63283355
3,3,22,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,STREET,FALSE,7,15,41.77657415,-87.67627011
3,3,9,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,25,30,41.90723834,-87.72278856
3,3,15,THEFT,OVER $500,WAREHOUSE,FALSE,22,21,41.7287688,-87.64311228
3,3,19,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,11,28,41.88197825,-87.73122912
3,3,17,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,FALSE,6,18,41.75522703,-87.67449048
3,3,15,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,19,43,41.9290695,-87.6425448
3,3,11,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING JUSTICE,SIDEWALK,TRUE,18,42,41.89186413,-87.63407611
3,3,22,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,TRUE,11,24,41.86618464,-87.72437984
3,3,21,BATTERY,SIMPLE,STREET,FALSE,12,2,41.87802122,-87.68635067
3,3,22,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,3,6,41.76671948,-87.62014379
3,3,20,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,TRUE,5,34,41.70250534,-87.63173353
3,3,5,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,5,6,41.72100778,-87.61533079
3,3,22,BATTERY,SIMPLE,APARTMENT,FALSE,19,46,41.96169257,-87.66148088
3,3,20,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,6,21,41.7446669,-87.62914205
3,3,22,BATTERY,SIMPLE,SIDEWALK,TRUE,18,42,41.89105171,-87.63405559
3,3,19,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,TRUE,2,3,41.83038482,-87.62782176
3,3,11,BATTERY,SIMPLE,BAR OR TAVERN,TRUE,14,1,41.90974068,-87.67647127
3,3,22,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,HOSPITAL BUILDING/GROUNDS,FALSE,4,8,41.757631,-87.58570825
3,3,11,NARCOTICS,DELIVER CANNABIS TO PERSON <18,"SCHOOL, PUBLIC, BUILDING",TRUE,4,10,41.68821818,-87.53735791
3,3,22,WEAPONS VIOLATION,POSS FIREARM/AMMO:NO FOID CARD,STREET,TRUE,4,7,41.75901281,-87.56021562
3,3,14,THEFT,$500 AND UNDER,"SCHOOL, PUBLIC, BUILDING",FALSE,4,8,41.73709431,-87.57299818
3,3,23,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,TRUE,5,9,41.70298194,-87.61120655
3,3,21,THEFT,$500 AND UNDER,RESIDENCE,FALSE,7,16,41.79162671,-87.64994844
3,3,23,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,7,17,41.76973511,-87.64574523
3,3,23,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,6,6,41.72476742,-87.616637
3,3,17,ASSAULT,SIMPLE,STREET,FALSE,5,34,41.68401014,-87.64104651
3,3,21,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,GAS STATION,TRUE,11,24,41.87361321,-87.71206046
3,3,23,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,FALSE,2,3,41.7984508,-87.61691315
3,3,22,THEFT,$500 AND UNDER,STREET,FALSE,14,1,41.92882233,-87.68778161
3,3,17,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,3,8,41.75943609,-87.58350284
3,3,5,ROBBERY,STRONGARM - NO WEAPON,STREET,FALSE,1,2,41.8644422,-87.6406307
3,3,23,BATTERY,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,STREET,FALSE,4,7,41.74582229,-87.56614535
3,3,20,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,8,14,41.7928026,-87.70598396
3,3,22,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,3,20,41.78150249,-87.61565726
3,3,23,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,TRUE,6,17,41.7572008,-87.63284238
3,3,13,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,FALSE,5,34,41.68528473,-87.62592395
3,3,23,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,3,6,41.75933411,-87.61390678
3,3,23,BATTERY,SIMPLE,RESIDENCE,FALSE,6,17,41.75718502,-87.6502773
3,3,23,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,11,24,41.87149646,-87.72781377
3,3,22,THEFT,OVER $500,OTHER,FALSE,2,3,41.80992819,-87.61660554
3,3,21,BURGLARY,UNLAWFUL ENTRY,APARTMENT,TRUE,18,42,41.89328168,-87.62759645
3,3,23,ASSAULT,AGGRAVATED: HANDGUN,STREET,TRUE,15,29,41.88220788,-87.76720368
3,3,20,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,15,37,41.89577406,-87.76414916
3,3,11,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,15,37,41.90083872,-87.75949421
3,3,18,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,17,33,41.95576669,-87.70239196
3,3,20,THEFT,$500 AND UNDER,STREET,FALSE,8,23,41.81022009,-87.75178636
3,3,20,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,12,25,41.85668143,-87.68238114
3,3,13,ASSAULT,SIMPLE,OTHER,FALSE,7,15,41.78658787,-87.67719456
3,3,0,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,9,16,41.8003109,-87.66840287
3,3,15,BATTERY,SIMPLE,STREET,TRUE,5,34,41.70071207,-87.62928859
3,3,0,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,19,47,41.96889018,-87.66800212
3,3,18,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,14,35,41.93795617,-87.71489856
3,3,20,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,GAS STATION,FALSE,11,24,41.87363552,-87.71009954
3,3,10,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,20,48,41.96914353,-87.65085638
3,3,21,THEFT,$500 AND UNDER,STREET,FALSE,17,31,41.94062148,-87.73207446
3,3,13,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,10,22,41.84179243,-87.72934535
3,3,21,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,9,16,41.80238158,-87.66724083
3,3,21,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,11,28,41.87762518,-87.74272281
3,3,20,THEFT,$500 AND UNDER,STREET,FALSE,15,29,41.86856346,-87.77055495
3,3,11,THEFT,FROM BUILDING,RESIDENTIAL YARD (FRONT/BACK),FALSE,10,24,41.86171755,-87.72138627
3,3,15,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,15,28,41.89311041,-87.75175493
3,3,7,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,19,44,41.93722767,-87.64430547
3,3,22,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),TRUE,12,25,41.86949757,-87.6517154
3,3,23,CRIMINAL TRESPASS,TO VEHICLE,STREET,FALSE,10,12,41.85465994,-87.69676117
3,3,19,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,12,27,41.88663405,-87.65986242
3,3,11,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,12,42,41.88852595,-87.64432226
3,3,19,THEFT,$500 AND UNDER,STREET,FALSE,6,17,41.75570488,-87.63686081
3,3,17,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",OTHER,FALSE,9,12,41.80753415,-87.6813824
3,3,21,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,18,42,41.90857433,-87.63012454
3,3,9,THEFT,OVER $500,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,5,34,41.65924115,-87.64128624
3,3,19,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,FALSE,5,9,41.69572968,-87.6122397
3,3,23,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",STREET,FALSE,10,22,41.84380706,-87.70989365
3,3,21,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,10,24,41.8493623,-87.70151173
3,3,16,CRIMINAL DAMAGE,TO VEHICLE,"SCHOOL, PUBLIC, GROUNDS",FALSE,10,12,41.84786723,-87.69664134
3,3,18,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,16,38,41.94045531,-87.76242142
3,3,19,THEFT,$500 AND UNDER,SPORTS ARENA/STADIUM,FALSE,17,40,41.98305007,-87.71052323
3,3,8,THEFT,$500 AND UNDER,APARTMENT,FALSE,7,15,41.78132149,-87.66669254
3,3,22,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,8,13,41.78690556,-87.72910544
3,3,22,THEFT,$500 AND UNDER,STREET,FALSE,15,29,41.88444446,-87.7733645
3,3,8,BATTERY,SIMPLE,PARKING LOT/GARAGE(NON.RESID.),FALSE,25,37,41.90971226,-87.73926766
3,3,22,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,10,24,41.86025361,-87.72012274
3,3,18,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,FALSE,18,43,41.92373254,-87.64172415
3,3,21,THEFT,$500 AND UNDER,STREET,FALSE,14,32,41.92272025,-87.67780062
3,3,18,THEFT,OVER $500,SPORTS ARENA/STADIUM,FALSE,14,1,41.90409586,-87.66506792
3,3,22,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,22,21,41.73055187,-87.63617273
3,3,20,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,5,8,41.71754135,-87.59705896
3,3,9,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,HOTEL/MOTEL,FALSE,1,42,41.88804596,-87.62541383
3,3,19,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,24,49,42.01936143,-87.668963
3,3,23,BATTERY,SIMPLE,DRUG STORE,FALSE,12,2,41.88118366,-87.68508125
3,3,19,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,16,38,41.94822412,-87.76683684
3,3,17,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,8,14,41.80193149,-87.70623968
3,3,15,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,22,19,41.69439419,-87.66648516
3,3,22,ROBBERY,STRONGARM - NO WEAPON,ALLEY,FALSE,25,30,41.93186624,-87.76748141
3,3,23,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,FALSE,5,9,41.70726593,-87.61692297
3,3,15,THEFT,OVER $500,STREET,FALSE,18,43,41.91417362,-87.63795859
3,3,15,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,FALSE,19,46,41.96572755,-87.65002507
4,1,12,BATTERY,SIMPLE,SIDEWALK,TRUE,18,42,41.90392949,-87.62941511
4,1,12,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,5,9,41.69430933,-87.62079417
4,1,1,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,FALSE,3,20,41.77221414,-87.62511625
4,1,1,NARCOTICS,FOUND SUSPECT NARCOTICS,OTHER,TRUE,18,43,41.91115121,-87.63598179
4,1,12,BATTERY,SIMPLE,RESIDENCE,FALSE,3,7,41.76216657,-87.56644184
4,1,12,NARCOTICS,FOUND SUSPECT NARCOTICS,APARTMENT,TRUE,11,2,41.8729665,-87.68735996
4,1,1,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,11,28,41.87600508,-87.71084027
4,1,1,ROBBERY,ARMED: HANDGUN,STREET,FALSE,18,42,41.89388896,-87.64216741
4,1,1,BATTERY,SIMPLE,SIDEWALK,FALSE,18,42,41.90316534,-87.62921044
4,1,1,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,19,44,41.9454669,-87.66397439
4,1,12,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,12,25,41.86399643,-87.64682878
4,1,1,THEFT,$500 AND UNDER,STREET,FALSE,8,13,41.74346744,-87.73779419
4,1,2,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,5,9,41.66889575,-87.62506761
4,1,1,WEAPONS VIOLATION,UNLAWFUL USE HANDGUN,RESIDENTIAL YARD (FRONT/BACK),TRUE,7,16,41.78847376,-87.65229938
4,1,2,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,25,36,41.92380668,-87.80496746
4,1,2,NARCOTICS,POSS: HEROIN(WHITE),STREET,TRUE,7,17,41.76497432,-87.65927051
4,1,12,CRIM SEXUAL ASSAULT,AGGRAVATED: OTHER DANG WEAPON,ALLEY,FALSE,7,15,41.78265502,-87.66429915
